iter	Logloss
198	0.3813381051
199	0.380862716
200	0.3802743553
201	0.3797151278
202	0.3792543084
203	0.3787525527
204	0.378315445
205	0.3778141591
206	0.3770760644
207	0.3766515615
208	0.3760002058
209	0.375374182
210	0.3748944799
211	0.3741600652
212	0.3737583143
213	0.3731306296
214	0.3725594289
215	0.3717839635
216	0.371236608
217	0.3706128059
218	0.3701762866
219	0.3696731965
220	0.3694510551
221	0.3691241151
222	0.3685841318
223	0.3680235342
224	0.3674146211
225	0.366995913
226	0.3664598205
227	0.366028541
228	0.3656118474
229	0.3653012765
230	0.3648384465
231	0.3645750883
232	0.3642266134
233	0.3638032164
234	0.3634126674
235	0.3628146945
236	0.3624876161
237	0.3621678206
238	0.3617235614
239	0.3613139291
240	0.3608152674
241	0.3605082976
242	0.3600804618
243	0.3598539951
244	0.3594825822
245	0.3589941686
246	0.3580868028
247	0.3577168467
248	0.3572694741
249	0.35698829
250	0.3564913869
251	0.3563154334
252	0.3559500353
253	0.3556724977
254	0.3554429246
255	0.3550410064
256	0.3544783847
257	0.3541264357
258	0.3534406977
259	0.3531235094
260	0.3527206518
261	0.3523242687
262	0.3520765358
263	0.3515223079
264	0.3511084559
265	0.3507609015
266	0.3505624209
267	0.3502285181
268	0.3497636468
269	0.3493754256
270	0.3490791773
271	0.3487019879
272	0.3483142873
273	0.3478933853
274	0.3475016787
275	0.347195744
276	0.3468655593
277	0.346486759
278	0.3462091525
279	0.3460606134
280	0.3455830057
281	0.3453044441
282	0.3444292151
283	0.3440906524
284	0.3435896771
285	0.3432924235
286	0.3429693044
287	0.3423840739
288	0.3419081832
289	0.3417444095
290	0.3413183349
291	0.3410966533
292	0.3405444006
293	0.3400621375
294	0.3397168182
295	0.3393361187
296	0.3390740395
297	0.3385867614
298	0.3383527467
299	0.3381224971
300	0.337718009
301	0.3373682664
302	0.3369712399
303	0.3365943063
304	0.3361415693
305	0.3357880557
306	0.3355419977
307	0.3353968881
308	0.335015889
309	0.3347591615
310	0.3344208646
311	0.3340570736
312	0.3337410497
313	0.3335432948
314	0.333122608
315	0.3326529471
316	0.3324585439
317	0.3319313141
318	0.3317665946
319	0.331642036
320	0.331374251
321	0.3311034374
322	0.3308718014
323	0.3305796542
324	0.3303344468
325	0.3299355813
326	0.3297078601
327	0.3293339301
328	0.3289579569
329	0.3285912621
330	0.3282758086
331	0.3279623059
332	0.327488819
333	0.3271102838
334	0.3266782162
335	0.3263301612
336	0.3260964747
337	0.3259157677
338	0.3258231742
339	0.3256590004
340	0.3251069563
341	0.3248127908
342	0.3245641067
343	0.3244392504
344	0.3239916662
345	0.3236586508
346	0.3232919458
347	0.322934927
348	0.3227157986
349	0.3222735866
350	0.3219318537
351	0.3216923886
352	0.321400494
353	0.3212561437
354	0.3210802012
355	0.320861124
356	0.3207409406
357	0.320440977
358	0.3201385816
359	0.3199546395
360	0.3196740214
361	0.3193086004
362	0.3190555217
363	0.3186316034
364	0.3182750338
365	0.3179150063
366	0.3176212916
367	0.3174329903
368	0.3170057539
369	0.3167176904
370	0.3165965816
371	0.3163434095
372	0.3158102375
373	0.3156988659
374	0.3153515589
375	0.315136548
376	0.3148602319
377	0.3146424704
378	0.3140533003
379	0.3138100065
380	0.3134536574
381	0.3131325591
382	0.3127691169
383	0.312377742
384	0.3120188537
385	0.311787885
386	0.311728055
387	0.3114268967
388	0.3111522697
389	0.3107485452
390	0.3104822857
391	0.3102043444
392	0.3100755828
393	0.3096454554
394	0.3094292946
395	0.3091670338
396	0.3089720176
397	0.3087352006
398	0.3083025307
399	0.3080729546
400	0.3075861847
401	0.307295028
402	0.3069260254
403	0.3066623515
404	0.3064004842
405	0.3062175042
406	0.305913338
407	0.3056400912
408	0.3053706498
409	0.3051701883
410	0.3047997651
411	0.304485088
412	0.3041596306
413	0.3039483677
414	0.3035868278
415	0.3034963121
416	0.3032978488
417	0.3029296857
418	0.3026614306
419	0.3025337532
420	0.3023328596
421	0.3020877644
422	0.3018350235
423	0.3016547147
424	0.301334015
425	0.3012066541
426	0.3010643989
427	0.3008559582
428	0.3007434895
429	0.3005281814
430	0.3002331787
431	0.2999973419
432	0.2998342312
433	0.2995772483
434	0.2994191313
435	0.2992120667
436	0.2990371144
437	0.2988313027
438	0.2986686153
439	0.2985371893
440	0.2982801993
441	0.2978097926
442	0.2975569209
443	0.2974695991
444	0.2970999578
445	0.2968184987
446	0.2965820333
447	0.2963367331
448	0.2962052245
449	0.295870981
450	0.2957278374
451	0.295407788
452	0.295046441
453	0.2943738258
454	0.294024023
455	0.2937386677
456	0.2932645382
457	0.2930212066
458	0.292704715
459	0.2925781687
460	0.2923455018
461	0.2921114365
462	0.2918371887
463	0.2916646011
464	0.2914857749
465	0.2913746009
466	0.2911112483
467	0.2909419019
468	0.2907768318
469	0.2905672108
470	0.2902868169
471	0.2901459259
472	0.2895721267
473	0.2893068971
474	0.289223849
475	0.2890793069
476	0.288860554
477	0.2885724955
478	0.2884058793
479	0.2881226468
480	0.2878577361
481	0.2876442739
482	0.2872678968
483	0.2869225038
484	0.286717606
485	0.2863829163
486	0.2862343089
487	0.2860280649
488	0.2858158128
489	0.2857029918
490	0.2853467279
491	0.2852238165
492	0.2848703273
493	0.2847930426
494	0.2844460143
495	0.2842825959
496	0.2840735867
497	0.2838085833
498	0.2836780378
499	0.2835099479
500	0.2833240734
501	0.2831782463
502	0.2829458289
503	0.2824785775
504	0.2823865659
505	0.2821894769
506	0.2817553356
507	0.2815475704
508	0.2813923152
509	0.2812252655
510	0.2811270222
511	0.2809441945
512	0.2806583439
513	0.2804052622
514	0.2802933294
515	0.2802130213
516	0.2800198134
517	0.2797296902
518	0.2792613392
519	0.2791177855
520	0.2787684132
521	0.2785238468
522	0.2784353868
523	0.2782083278
524	0.277986223
525	0.277857675
526	0.2776799189
527	0.2774046903
528	0.2770705159
529	0.276787861
530	0.276557303
531	0.2762925861
532	0.2760225646
533	0.275963384
534	0.2755853652
535	0.2753838511
536	0.2748993172
537	0.2747174338
538	0.274566883
539	0.2742959497
540	0.2740798692
541	0.2739597367
542	0.2737467509
543	0.273621266
544	0.2734264872
545	0.273155429
546	0.2730985476
547	0.272759166
548	0.2725758794
549	0.2723701034
550	0.272096342
551	0.2717838407
552	0.271645919
553	0.2714240904
554	0.2710795742
555	0.2708529517
556	0.2707056568
557	0.2702598381
558	0.2701429219
559	0.2699466297
560	0.2697293006
561	0.2694485551
562	0.269046559
563	0.2689248304
564	0.2686948241
565	0.2685618842
566	0.2683827636
567	0.267979014
568	0.2678450428
569	0.2676118959
570	0.2673814283
571	0.2672293641
572	0.2669753123
573	0.2668201439
574	0.2663743796
575	0.2663089056
576	0.2661984184
577	0.2657423142
578	0.2655905856
579	0.2652973354
580	0.2651702135
581	0.2649803962
582	0.2648732732
583	0.2645160637
584	0.2643628783
585	0.2640423691
586	0.2639059426
587	0.2635783414
588	0.2633252215
589	0.2631535835
590	0.2629799604
591	0.2626832522
592	0.2624856673
593	0.2622795623
594	0.2619837641
595	0.2618002193
596	0.2615721207
597	0.2615151845
598	0.2613500515
599	0.2611079554
600	0.2609644809
601	0.2606896705
602	0.2602639089
603	0.259932919
604	0.2597956748
605	0.2595943345
606	0.2593111398
607	0.2591161467
608	0.2588428988
609	0.2586167773
610	0.2583813769
611	0.258285932
612	0.2581228399
613	0.257682114
614	0.257366503
615	0.2571712382
616	0.2569122691
617	0.2567420902
618	0.2565467795
619	0.2560903294
620	0.255884762
621	0.2557081662
622	0.2555673233
623	0.2553103615
624	0.2551517476
625	0.2548729808
626	0.2547001352
627	0.254559261
628	0.2543064633
629	0.2541924024
630	0.2540411932
631	0.2540272274
632	0.2538574418
633	0.2535444724
634	0.253361251
635	0.2532291155
636	0.2529859608
637	0.2529107168
638	0.2528305972
639	0.2527318327
640	0.2526088888
641	0.2523294
642	0.2521745225
643	0.2520902599
644	0.2518110742
645	0.2517012647
646	0.2513785356
647	0.2510264039
648	0.2509074541
649	0.250778916
650	0.2505793182
651	0.2504597513
652	0.2502472457
653	0.2501630565
654	0.2500554112
655	0.2499953415
656	0.2497997381
657	0.2496228112
658	0.2493789994
659	0.2490870419
660	0.2489130525
661	0.2487822297
662	0.2486344163
663	0.2485112375
664	0.2483456166
665	0.2478811841
666	0.2477719587
667	0.2476856172
668	0.2473703086
669	0.2469242265
670	0.2468014517
671	0.2464829405
672	0.2462694882
673	0.2460049113
674	0.2459397135
675	0.2457831096
676	0.2456188721
677	0.2453592385
678	0.245078125
679	0.2449079049
680	0.2447622179
681	0.2446008859
682	0.2444911093
683	0.2442646778
684	0.2439881251
685	0.2438742957
686	0.2436231648
687	0.2432541527
688	0.2430422121
689	0.2427874744
690	0.2426079676
691	0.2423994729
692	0.2422838502
693	0.241974536
694	0.2419342257
695	0.2417487861
696	0.2416767115
697	0.2415790383
698	0.2412939178
699	0.2411212723
700	0.2408446419
701	0.2405587496
702	0.2403312775
703	0.2401491866
704	0.2398918335
705	0.2396046505
706	0.2395006478
707	0.2394055095
708	0.2392351695
709	0.2390019474
710	0.2388456553
711	0.2386593971
712	0.2385860806
713	0.2383764286
714	0.2382498731
715	0.2380495649
716	0.2377914543
717	0.2376989398
718	0.2375933219
719	0.237439787
720	0.2372318133
721	0.237084666
722	0.2367495563
723	0.2363787383
724	0.2362295394
725	0.2361886086
726	0.2360076622
727	0.2358936107
728	0.2357624837
729	0.2356656517
730	0.2355082715
731	0.2354345305
732	0.2353152767
733	0.2352290355
734	0.2351001231
735	0.2349967599
736	0.2349104195
737	0.2348057223
738	0.234642862
739	0.2344061663
740	0.2343250717
741	0.2339286031
742	0.2337558463
743	0.2336823657
744	0.2336135604
745	0.2334585072
746	0.2330438648
747	0.2327640287
748	0.2325958353
749	0.2323884814
750	0.232162162
751	0.232012855
752	0.2319446754
753	0.231801178
754	0.2316775839
755	0.2315502769
756	0.231396409
757	0.2313402641
758	0.2311581588
759	0.230964279
760	0.2308682781
761	0.2306518725
762	0.230451225
763	0.2303584887
764	0.2301185889
765	0.2299519608
766	0.2298210992
767	0.2296461251
768	0.2294315518
769	0.2292530154
770	0.2290727661
771	0.228843283
772	0.2286999767
773	0.228483226
774	0.2283584522
775	0.2282228887
776	0.2281303134
777	0.2279448695
778	0.2277648654
779	0.2276696072
780	0.2274766984
781	0.2272327201
782	0.2270916744
783	0.2269343258
784	0.2266742234
785	0.2264985578
786	0.2263188249
787	0.2261085573
788	0.2258824162
789	0.2256494872
790	0.2253640025
791	0.2253014631
792	0.2251932244
793	0.225060956
794	0.2249378438
795	0.2247418334
796	0.2243590427
797	0.2241880521
798	0.2239845684
799	0.2238097966
800	0.2237012656
801	0.2235842802
802	0.223417107
803	0.2232201925
804	0.2230831935
805	0.2229629783
806	0.2227556162
807	0.2225512788
808	0.2224407031
809	0.2223815218
810	0.2221158103
811	0.2218879569
812	0.221719131
813	0.2216215641
814	0.2214471469
815	0.2212459535
816	0.2210716144
817	0.2207700198
818	0.2206518429
819	0.2205546696
820	0.2202620972
821	0.2200708793
822	0.2199826703
823	0.2198117225
824	0.2196338353
825	0.2193832697
826	0.2191040236
827	0.2188187511
828	0.218623197
829	0.2184637447
830	0.21834474
831	0.2181185062
832	0.2179230413
833	0.2177288692
834	0.2174575974
835	0.2173258393
836	0.217173902
837	0.2169269624
838	0.2166864
839	0.2164156913
840	0.2163378249
841	0.2162199073
842	0.2158899361
843	0.2158699297
844	0.2157586448
845	0.2155410437
846	0.2153727188
847	0.2151919718
848	0.214885314
849	0.2148101154
850	0.2146414833
851	0.21440456
852	0.2143298867
853	0.2141792451
854	0.2141206198
855	0.2139337361
856	0.2136557415
857	0.2134690905
858	0.2132436745
859	0.2130465737
860	0.2129277407
861	0.2125049623
862	0.2122202736
863	0.2121312024
864	0.2120306637
865	0.2118465433
866	0.2117301773
867	0.211422726
868	0.2113260299
869	0.2111941547
870	0.2110035351
871	0.2107815676
872	0.2104724117
873	0.2102683683
874	0.2101032034
875	0.2099989185
876	0.2099034872
877	0.2097173047
878	0.2095485901
879	0.2093829618
880	0.209282945
881	0.2089712653
882	0.2087958977
883	0.2087118603
884	0.2086136641
885	0.2084851209
886	0.2082518731
887	0.2082280899
888	0.2080445723
889	0.2079331418
890	0.2076840466
891	0.2074360874
892	0.207269087
893	0.2071863007
894	0.207048205
895	0.2068719474
896	0.2068009535
897	0.2066288546
898	0.2065124338
899	0.2063746038
900	0.2060329129
901	0.2059133844
902	0.2056669922
903	0.2055800426
904	0.2054934617
905	0.2054215587
906	0.2053141427
907	0.2051577893
908	0.2051276525
909	0.204977294
910	0.2049041256
911	0.204803264
912	0.2046645979
913	0.2045086712
914	0.2043555849
915	0.204202944
916	0.2041373892
917	0.2039667994
918	0.2038225423
919	0.2037351095
920	0.2035561567
921	0.2033158467
922	0.2031272441
923	0.2028653354
924	0.2027730168
925	0.2025641647
926	0.2025182316
927	0.2023241818
928	0.2021504951
929	0.2019405219
930	0.2018580593
931	0.2015040099
932	0.2012962761
933	0.2011156713
934	0.2010048201
935	0.2008797225
936	0.2006118794
937	0.2003997442
938	0.2002994402
939	0.2001781272
940	0.2001107972
941	0.1998028851
942	0.1996730262
943	0.1996000999
944	0.1995043313
945	0.199379077
946	0.1993066787
947	0.1991825198
948	0.1991476827
949	0.1989893365
950	0.1989475844
951	0.1988571303
952	0.1987463251
953	0.1985913935
954	0.1984601051
955	0.1983558252
956	0.1981886855
957	0.1979754833
958	0.1978122402
959	0.1976790777
960	0.1976331307
961	0.1974877877
962	0.1973825322
963	0.1973229586
964	0.1970564559
965	0.1969764534
966	0.1967186188
967	0.1965648816
968	0.1964460556
969	0.1962676403
970	0.1961346527
971	0.1960023007
972	0.1958286143
973	0.195687986
974	0.1955272993
975	0.1954717607
976	0.1954058217
977	0.1953148367
978	0.1951337508
979	0.1950428572
980	0.1950004319
981	0.1948225928
982	0.1946439397
983	0.1945826456
984	0.1944658326
985	0.1943314561
986	0.194169873
987	0.1939214261
988	0.193759961
989	0.1936542872
990	0.1935241854
991	0.1933721994
992	0.1932137031
993	0.1931190246
994	0.1930024526
995	0.1929036118
996	0.1927198561
997	0.1927060169
998	0.1926448525
999	0.1925921821
